Site_ID,SedRed,Cost,Duck,HYDSB,SEDSB,SEDSB_R,area_m2,DA_9_SA_m2,LAND_COVER,FrmlndCls,DrainClass,HydrcRatng,SurfText,PondFCls,NEAR_FC,Hydri,Slope,Tfactor,KfactorRF,KfactorWS,mean_slope,mean_D_m,total_V_m3,mean_V_m3,CropProdIn,NEAR_FID,NEAR_DIST,CPI_depth
17205,6.171,5892.29,3.74,71,1061,961,4648.999512,41840.99561,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,silt loam,None,GBER_CONUS_wet_poly,0,2.25,5,0.28,0.28,0.1265469,0.147883,670.7970581,687.0897827,94,7561,209.502774,635.6378174
17206,5.533,5778.021,3.494,71,1061,961,4053.632324,36482.69092,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,silt loam,None,GBER_CONUS_wet_poly,0,2.5,5,0.26,0.26,0.0833911,0.1882215,777.5430298,762.5176392,82,7561,95.12992388,435.6568909
17207,4.511,10588.881,3.031,73,1103,1065,3068.178955,27613.6106,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1.5,5,0.24,0.24,0.0147491,0.3498667,963.532959,1072.798096,96,7561,947.9104841,274.3901978
17209,28.405,9704.787,8.62,71,1032,961,24512.81445,220615.3301,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silt loam,None,NCED easement_GBERB,1,1.375,4.25,0.235,0.235,1.00E-05,0.7276818,17211.13086,17826.80859,89,433,62.36237295,122.3062057
17212,18.738,8142.354,7.036,71,1061,961,16372.24707,147350.2236,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,silt loam,None,NCED easement_GBERB,0,1,5,0.3,0.3,0.0633088,0.5456889,8751.758789,8928.760742,96,438,369.3914062,175.924408
17571,7.701,12454.897,4.072,73,1144,1085,5996.5625,53969.0625,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.24,0.24,0.4077441,0.4792145,2872.411865,2871.768311,93,8516,188.1791669,194.0675812
17576,29.234,23382.275,8.461,73,1144,1085,25829.00781,232461.0703,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.24,0.24,0.8712861,0.4505035,11713.54297,11628.4873,92,8516,381.7572696,204.2159424
17577,9.607,13173.381,4.634,73,1144,1085,7751.59668,69764.37012,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.24,0.24,0.0757603,0.2927856,2276.701172,2268.078125,92,8516,471.1510618,314.223053
17578,5.134,11487.295,3.172,73,1144,1085,3633.006104,32697.05493,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.24,0.24,0.6153839,0.1827725,636.5967407,663.5811768,91,8516,561.0463815,497.8866577
17582,13.127,16890.535,5.513,73,1144,1085,10992.55469,98932.99219,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1.5,5,0.24,0.24,0.5504,0.3236308,3565.116943,3555.206787,95,8516,824.7744872,293.5444031
17584,10.468,7568.881,4.879,73,1144,1085,8544.198242,76897.78418,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.24,0.24,0.3692096,0.3214,2785.574219,2744.328613,91,8516,1264.834343,283.1362305
17585,11.106,7745.503,5.054,73,1144,1085,9131.651367,82184.8623,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.24,0.24,0.4111475,0.1376344,1215.174072,1256.018189,91,8516,1674.571425,661.171936
17586,14.158,28400.27,5.786,73,1144,1085,11941.7168,107475.4512,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,loam,None,GBER_CONUS_wet_poly,1,4.833333333,5,0.2533333,0.2533333,0.2487993,0.4356585,5152.09668,5199.155762,92,13605,1509.264921,211.1746063
17587,4.674,11314.185,2.992,73,1144,1085,3210.150391,28891.35352,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.24,0.24,0.9346795,0.1564834,494.3309631,502.0098877,92,8516,1145.142436,587.921936
17588,6.706,12079.933,3.771,73,1144,1085,5080.638672,45725.74805,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,clay loam,None,GBER_CONUS_wet_poly,0,1.5,5,0.24,0.24,1.5746622,0.3326966,1697.750488,1689.219605,96,8516,1594.155283,288.551239
17589,16.383,9206.628,6.254,73,1144,1085,13991.41016,125922.6914,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.28,0.28,1.450423,0.3710684,5139.668457,5188.413086,88,8516,1379.600562,237.1530457
17590,29.113,18324.265,8.499,73,1144,1085,25717.04297,231453.3867,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1.166666667,4,0.1666667,0.1666667,0.1727782,0.7724391,19771.34961,19852.04688,89,13605,1679.927923,115.2194443
17591,14.554,8700.225,5.869,73,1144,1085,12307.09473,110763.8525,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.28,0.28,0.6333792,0.3028609,3679.760498,3724.928711,88,8516,1427.074501,290.5623779
17592,6.093,6357.689,3.557,73,1144,1085,4515.727051,40641.54346,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.24,0.24,2.3420579,0.0940172,426.4618225,424.2814026,91,8516,1602.366707,967.9083862
17593,4.889,6024.651,3.096,73,1144,1085,3408.028809,30672.25928,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,silty clay loam,Frequent,NCED easement_GBERB,1,0.75,5,0.28,0.28,0.7721756,0.3302539,1123.523804,1124.789307,88,579,1613.981497,266.4616394
17594,10.783,13616.521,4.96,73,1144,1085,8834.053711,79506.4834,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1.5,5,0.24,0.24,0.5456992,0.201804,1699.996948,1781.590088,92,8516,945.9649794,455.8878784
17595,24.976,11586.164,7.845,73,1144,1085,21905.83984,197152.5586,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.28,0.28,0.2933611,0.3326073,7220.23877,7281.342773,88,1850,1534.082035,264.5762939
17597,48.234,41470.744,11.042,73,1144,1085,43339.62109,390056.5898,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,loam,None,GBER_CONUS_wet_poly,1,1.5,5,0.24,0.24,0.2125169,0.5705165,24538.48438,24710.0957,92,13605,727.0471038,161.2573853
17598,6.141,6297.774,3.588,73,1144,1085,4560.055664,41040.50098,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.24,0.24,0.323565,0.1587322,707.1521606,723.3641357,91,13605,511.7238908,573.2924805
17599,18.798,9615.197,6.781,73,1146,1085,16216.65625,145949.9063,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,silty clay loam,Frequent,GBER_CONUS_wet_poly,1,0.75,5,0.28,0.28,3.487519,0.3083405,4870.23877,4997.061035,88,13605,15.16389554,285.3987122
17600,7.026,6031.728,3.903,73,1146,1085,5375.494141,48379.44727,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,silty clay loam,None,GBER_CONUS_wet_poly,0,1.25,5,0.26,0.26,0.0596802,0.3081346,1622.328735,1655.317261,94,13605,228.9142234,305.0614624
17601,18.455,3051.542,6.689,73,1144,1085,15899.10156,143091.9141,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,loam,None,GBER_CONUS_wet_poly,1,1.25,5,0.28,0.28,0.2038415,0.3065585,4866.922852,4870.871582,90,13605,1078.108587,293.5817871
17602,22.874,3833.253,7.534,73,1146,1085,19971.96289,179747.666,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,NCED easement_GBERB,1,0.75,5,0.28,0.28,0.2775484,0.3675743,7324.285645,7336.487305,90,498,797.7052982,244.8484497
17603,8.13,6921.664,4.248,73,1144,1085,6391.529785,57523.76807,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,loam,None,NCED easement_GBERB,1,2,5,0.24,0.24,0.4146651,0.2919286,1844.404785,1864.671875,94,579,1372.674263,321.9965515
17604,29.739,15764.559,8.603,73,1144,1085,26294.51953,236650.6758,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,silty clay loam,Frequent,NCED easement_GBERB,1,0.75,5,0.28,0.28,0.0712585,0.7082185,18471.75586,18610.27539,88,579,1578.709255,124.2554321
17605,6.084,883.109,3.646,73,1087,1079,4601.162598,41410.46338,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,loam,None,GBER_CONUS_wet_poly,1,2.5,4.5,0.22,0.22,0.0603281,0.3985952,1808.027588,1832.847778,77,1033,342.4727831,193.1784668
17606,5.214,10711.504,3.244,73,1146,1085,3707.06665,33363.59985,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,loam,None,GBER_CONUS_wet_poly,0,1.666666667,5,0.24,0.24,1.3241681,0.290853,1013.041016,1077.523682,97,13605,102.1216788,333.50177
17607,50.784,18802.913,11.452,73,1106,1079,45864.81641,412783.3477,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,loam,None,GBER_CONUS_wet_poly,0,1.166666667,5,0.2533333,0.2533333,0.1482461,0.601657,27875.97266,27577.37305,93,13605,675.5715811,154.5731049
17608,18.692,3093.784,6.788,73,1146,1085,16119.19043,145072.7139,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.3,0.3,0.2002122,0.5443053,8817.745117,8768.185547,86,13605,696.8302663,157.9995728
17609,14.174,7295.101,5.853,73,1146,1085,11957.90332,107621.1299,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,loam,None,GBER_CONUS_wet_poly,0,2.166666667,5,0.2666667,0.2666667,0.179542,0.6956822,8170.786621,8313.621094,93,13605,966.6986027,133.6817322
17610,10.23,6597.937,4.878,73,1146,1085,8325.547852,74929.93066,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,silty clay loam,Frequent,NCED easement_GBERB,1,0.75,5,0.28,0.28,1.2767211,0.1821276,1519.490356,1515.34668,90,498,810.470566,494.1591492
17611,8.149,11824.194,4.275,73,1146,1085,6409.765625,57687.89063,Herbaceuous,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.24,0.24,0.1787095,0.6204805,4020.713379,3974.597168,92,13605,708.6032115,148.2721863
17614,19.431,3266.502,0,71,1061,961,17019.08203,153171.7383,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silt loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,0.3902828,0.474732,8036.737793,8074.604981,91,4469,260.1677948,191.6871033
18127,5.301,6138.616,3.253,73,1144,1085,3787.08252,34083.74268,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.24,0.24,0.3063306,0.2353143,838.6600952,890.5774536,91,1850,1370.965431,386.7168579
18128,36.887,14885.809,9.576,73,1144,1085,32880.58594,295925.2734,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.28,0.28,0.2288881,0.4554791,15015.78027,14966.69336,88,8516,1181.061582,193.2031555
18129,8.625,7058.568,4.375,73,1144,1085,6846.878906,61621.91016,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.24,0.24,0.1709762,0.300957,2047.71167,2059.279785,91,1850,1186.26869,302.3687439
18130,25.012,26014.717,7.827,73,1144,1085,21939.54883,197455.9395,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,NCED easement_GBERB,1,0.833333333,5,0.2666667,0.2666667,0.2617783,0.4880991,10793.33496,10701.71777,90,529,1058.799511,184.3887787
18131,5.031,6063.718,3.143,73,1144,1085,3537.966065,31841.69458,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,NCED easement_GBERB,1,1,5,0.24,0.24,0.8674896,0.2660393,926.6146851,940.6261597,93,529,854.1687129,349.5724792
18132,63.725,38930.623,12.721,73,1144,1085,57625.15625,518626.4063,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1.166666667,5,0.2666667,0.2666667,0.1586698,0.8029877,46439.98828,46242.34375,91,1850,641.3956021,113.326767
18133,10.427,7557.657,1.073,73,1144,1085,8506.866211,76561.7959,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,loam,None,GBER_CONUS_wet_poly,1,3,5,0.24,0.24,0.0987657,0.3432671,2919.486816,2918.239746,95,1850,345.0024436,276.7524414
18134,33.767,14021.422,9.173,73,1144,1085,30005.60156,270050.4141,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.28,0.28,0.2725996,0.6146562,18321.67188,18431.17188,90,1850,673.3388573,146.4233093
18136,75.065,59276.421,13.717,73,1144,1085,66991.46094,602923.1484,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1.1,5,0.256,0.256,0.2458449,0.5249753,34996.42969,35146.1875,91,1850,125.9199615,173.3414917
18137,11.338,8825.635,5.116,73,1144,1085,9344.853516,84103.68164,Open Water,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,NCED easement_GBERB,1,0.833333333,5,0.2666667,0.2666667,1.4995253,0.3889378,3591.451416,3632.205566,91,529,551.7607077,233.9705963
18147,4.609,606.849,3.025,73,1106,1079,3161.794678,28456.1521,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,clay loam,Frequent,NCED easement_GBERB,1,1,5,0.2666667,0.2666667,1.00E-05,0.329817,1015.176819,1042.155029,89,498,1130.064622,269.8466187
18148,11.064,1752.003,2.099,73,1106,1079,9128.263672,82154.37305,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,clay loam,Frequent,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,0.1871457,0.5278732,4788.865723,4815.530762,86,1033,1394.140747,162.9179077
18149,10.046,1565.428,4.841,73,1146,1085,8156.17041,73405.53369,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,NCED easement_GBERB,1,1.5,5,0.24,0.24,0.397224,0.2825359,2265.655518,2302.944336,94,498,31.09670423,332.7010803
18152,11.991,11909.294,5.343,73,1146,1085,9947.779297,89530.01367,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,NCED easement_GBERB,1,1.642857143,4.571428571,0.2314286,0.2314286,3.1198273,0.2544264,2534.85083,2529.367432,89,498,0,349.8063965
18156,9.324,7132.057,4.648,73,1146,1085,7491.517578,67423.6582,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.24,0.24,0.7751632,0.3272205,2411.942627,2449.818848,91,5402,22.26610354,278.0999146
18157,28.691,12209.269,0.761,73,1146,1085,25331.58008,227984.2207,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silt loam,None,GBER_CONUS_wet_poly,1,0.666666667,5,0.3066667,0.3066667,0.3303122,0.570029,14451.94434,14430.57031,88,5402,255.0468851,154.3781281
18158,4.714,636.168,3.104,73,1087,1079,3314.553711,29830.9834,Cultivated Crops,Not prime farmland,,Unknown Hydric,,None,GBER_CONUS_wet_poly,0.5,1.5,2,0.1,0.1,0.8694232,0.7826229,2599.090576,2592.418701,30,1033,170.543467,38.3326378
18159,32.514,18233.572,3.834,73,1103,1065,28930.72852,260376.5566,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,loam,None,GBER_CONUS_wet_poly,0,1.125,4.25,0.205,0.205,0.8577231,0.6276725,18099.56445,18147.73633,91,5441,640.6803559,144.980072
18160,69.835,27740.267,13.572,73,1103,1065,62334.89453,561014.0508,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,loam,None,GBER_CONUS_wet_poly,0,2.333333333,5,0.2533333,0.2533333,0.0903986,0.5687844,35475.07813,35433.17578,95,5441,74.84198278,167.0228729
18161,63.278,11010.659,0,73,1103,1065,57367.58203,516308.2383,Cultivated Crops,Farmland of statewide importance,Very poorly drained,All Hydric,sp,Frequent,GBER_CONUS_wet_poly,1,0.666666667,4,0.2066667,0.2066667,0.1182667,0.6867942,39330.64063,39375.16797,86,5441,995.9273915,125.2194595
18163,12.555,17990.217,5.531,73,1106,1079,10506.87891,94561.91016,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silt loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,0.0950948,0.5985894,6109.203613,6285.35791,91,1033,774.1084049,152.0240631
18167,126.939,22110.356,0,73,1103,1065,115199.0703,1036791.633,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,silt loam,None,GBER_CONUS_wet_poly,0,1.714285714,4.571428571,0.26,0.26,0.228573,0.8162575,94745.45313,93973.52344,94,5441,1092.927499,115.1597443
18171,42.122,7366.355,10.53,71,1021,1019,38380.08203,345420.7383,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.3,0.3,0.1201913,0.1755654,6683.774902,6734.039551,90,1916,339.0465494,512.6293945
18172,8.634,8442.749,4.376,73,1065,922,6644.818359,59803.36523,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,silt loam,None,GBER_CONUS_wet_poly,0,1.25,5,0.28,0.28,0.1345315,0.6451274,4023.65918,4284.09082,93,1916,45.38124197,144.1575775
18173,6.6,5973.78,3.841,71,1021,1019,5073.575684,45662.18115,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,silt loam,None,GBER_CONUS_wet_poly,0,1.833333333,5,0.2933333,0.2933333,0.264044,0.1753826,894.9772339,889.2663574,95,5368,734.6290739,541.6730347
18174,6.076,5879.4,3.651,71,1021,1019,4581.839356,41236.5542,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,silt loam,None,GBER_CONUS_wet_poly,0,2.5,5,0.3,0.3,0.0342163,0.2315952,1031.75647,1060.474121,100,5368,500.4207696,431.7879333
18175,111.515,24652.063,17.329,71,1021,1019,102390.9063,921518.1563,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,1.125,4.25,0.205,0.205,0.368867,0.7739091,78546.35156,79192.53906,90,507,135.5801904,116.2927322
18176,26.351,9459.879,8.259,73,1103,1065,23236.79883,209131.1895,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,silt loam,None,GBER_CONUS_wet_poly,0,1.625,5,0.3,0.3,0.3030628,0.7881328,18257.88477,18302.41406,95,5084,122.020152,120.538063
18177,99.235,22185.771,16.124,73,1103,1065,89541.07031,805869.6328,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,silt loam,None,GBER_CONUS_wet_poly,0,2.333333333,5,0.28,0.28,0.2963798,1.1121479,99452.71875,99521.10156,98,5368,56.60815093,88.117775
18178,378.109,109752.923,32.07,71,1019,960,350507,3154563,Cultivated Crops,Farmland of statewide importance,Well drained,Not Hydric,silt loam,None,NCED easement_GBERB,0,2.625,4.416666667,0.25,0.25,0.4105217,1.7355288,609826.6875,607941.8125,90,507,0,51.8573914
18179,7.314,1085.578,4.08,73,1103,1065,5656.064453,50904.58008,Open Water,Prime farmland if drained,Poorly drained,All Hydric,loam,None,GBER_CONUS_wet_poly,1,2,5,0.24,0.24,1.2201316,0.3791087,2180.25415,2142.945068,94,5084,0,247.9499969
18180,11.086,1754.009,5.184,73,1103,1065,9138.713867,82248.4248,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.28,0.28,0.791404,0.2773647,2516.252441,2533.194092,90,9571,147.4716157,324.4825745
18181,5.57,770.702,3.447,71,1035,1019,4015.501709,36139.51538,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,loam,None,NCED easement_GBERB,1,1.5,3,0.13,0.13,1.00E-05,0.5041495,1796.788818,2023.173828,72,697,0,142.8147736
18182,7.269,1069.432,4.065,71,1035,1019,5571.938477,50147.44629,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,loam,None,NCED easement_GBERB,1,2,5,0.24,0.24,0.1534926,0.4299338,2402.899902,2394.095215,94,697,12.07662953,218.6383209
18183,5.805,811.963,3.545,71,1035,1019,4230.479492,38074.31543,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,loam,None,NCED easement_GBERB,1,0.5,5,0.2,0.2,0.2431701,0.2389932,1025.997925,1010.436523,82,697,377.1498598,343.105957
18184,569.362,162945.305,38.989,73,1103,1065,519843.0625,4678587.563,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,silt loam,None,GBER_CONUS_wet_poly,0,2.704545455,5,0.2854545,0.2854545,0.5250095,1.5730432,816867.1875,817229.625,94,7241,0,59.7567825
18185,57.726,9950.83,12.432,71,1035,1019,51845.67969,466611.1172,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,loam,None,NCED easement_GBERB,1,2,5,0.25,0.25,0.5747398,0.6910306,35655.10547,35805.03906,92,697,276.6688689,133.134491
18186,17.63,7913.788,6.712,73,1103,1065,15181.37793,136632.4014,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,silt loam,None,GBER_CONUS_wet_poly,0,1.5,5,0.2666667,0.2666667,0.3427101,0.4163254,6339.803711,6316.515625,98,2192,223.7603214,235.3927917
18187,15.348,7509.299,6.212,73,1103,1065,13073.91406,117665.2266,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,loam,None,GBER_CONUS_wet_poly,1,1,2.5,0.075,0.075,1.1063731,0.6506994,8327.651367,8501.955078,76,2192,0,116.7974091
18188,49.206,27623.652,11.481,73,1103,1065,44356.37891,399207.4102,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,loam,None,GBER_CONUS_wet_poly,1,2.6,3.8,0.176,0.176,0.2275639,0.8823288,38950.40234,39112.88281,86,2192,192.2331827,97.4693298
18189,123.239,26297.384,18.209,71,1035,1019,110963.3359,998670.0234,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,loam,None,GBER_CONUS_wet_poly,1,2.388888889,4.555555556,0.2244444,0.2244444,0.1419767,0.8813602,97804.54688,97738.8125,84,2192,584.9114622,95.3072281
18190,24.243,16058.87,7.944,73,1103,1065,21289.36523,191604.2871,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,loam,None,GBER_CONUS_wet_poly,1,1.6,5,0.288,0.288,2.7376301,0.4022261,8438.301758,8557.859375,92,2192,0,228.7270813
18191,19.384,14781.715,7.074,73,1103,1065,16801.75977,151215.8379,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.22,0.22,0.2354552,0.5925516,9983.310547,9949.793945,86,4100,374.2474716,145.135025
18195,4.973,11318.447,3.225,73,1103,1065,3494.792725,31453.13452,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,2.333333333,5,0.24,0.24,1.00E-05,0.4676909,1666.850342,1633.476318,93,4100,21.1024058,198.8492889
18439,11.183,9767.799,5.043,73,1144,1085,9202.286133,82820.5752,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.24,0.24,0.1802407,0.5520222,5052.659668,5076.547363,91,8516,1017.454832,164.8484344
18441,85.813,58210.648,14.599,73,1144,1085,76911.03906,692199.3516,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,NCED easement_GBERB,1,3.2,5,0.264,0.264,0.1252865,0.8795741,67398.25,67604.78125,89,529,900.1311355,101.1853333
18442,22.477,26551.531,7.391,73,1144,1085,19604.10742,176436.9668,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,loam,None,NCED easement_GBERB,0,2.25,5,0.24,0.24,0.5276111,0.5570554,11099.88574,10913.46387,94,529,695.5344003,168.7444305
18514,4.578,5938.518,2.968,73,1144,1085,3121.549072,28093.94165,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,NCED easement_GBERB,1,1,5,0.24,0.24,0.2897541,0.271391,901.2895508,846.6149902,91,579,1275.256755,335.3095703
18515,7.232,1068.122,3.981,73,1146,1085,5565.112305,50086.01074,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,NCED easement_GBERB,1,0.75,5,0.28,0.28,0.3439749,0.1396801,780.6723022,776.8379517,90,579,368.2017188,644.3292847
18516,33.843,15773.062,9.276,73,1146,1085,30078.72852,270708.5566,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,NCED easement_GBERB,1,1.125,5,0.26,0.26,0.1822409,0.6205747,19201.82227,18654.17969,93,498,107.8685137,149.861084
18517,5.541,6640.723,3.369,73,1144,1085,4007.783691,36070.05322,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.24,0.24,0.8387035,0.1939055,801.0235596,776.6307983,93,1850,428.4399305,479.6151123
18518,25.748,21437.523,8.048,73,1146,1085,22619.85742,203578.7168,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,NCED easement_GBERB,1,1.642857143,5,0.2514286,0.2514286,0.2845789,0.386306,8573.675781,8732.608398,94,579,0,243.3303833
18519,32.749,13739.417,9.085,73,1144,1085,29067.64453,261608.8008,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.28,0.28,0.1198813,0.3749606,10812.36426,10892.21289,90,1850,517.7984485,240.0252228
18520,14.188,7297.695,5.852,73,1146,1085,11971.41895,107742.7705,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,NCED easement_GBERB,1,1,5,0.24,0.24,0.4486174,0.327898,3798.042481,3922.893799,93,579,259.1435414,283.6247864
18521,11.827,7945.054,5.273,73,1144,1085,9795.363281,88158.26953,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.24,0.24,0.0915675,0.4385498,4262.704102,4292.98877,93,1850,415.3870941,212.062561
19582,5.978,6255.383,3.568,73,1146,1085,4411.103516,39699.93164,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silt loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.3,0.3,0.0273391,0.3201896,1426.444824,1411.492188,88,5402,251.5838261,274.8371277
